Attraction,Category,type,Category_Map,Good_Point,Selected_People,Participants
광야 서울,관광,shop_etc,매력도,특색 있는 제품이 많아요,24,437
광야 서울,관광,shop_etc,편의,시설이 깔끔해요,23,437
광야 서울,관광,shop_etc,만족도,비싼 만큼 가치있어요,21,437
광야 서울,관광,shop_etc,만족도,스타일 추천을 잘해줘요,19,437
광야 서울,관광,shop_etc,편의,주차하기 편해요,18,437
광야 서울,관광,shop_etc,만족도,A/S가 세심해요,8,437
광야 서울,관광,shop_etc,매력도,신상품이 많아요,8,437
광야 서울,관광,shop_etc,매력도,선물하기 좋아요,5,437
광야 서울,관광,shop_etc,매력도,고급스러워요,4,437
광야 서울,관광,shop_etc,매력도,사이즈가 다양해요,1,437
광장시장,관광,shop_etc,만족도,친절해요,8,18
광장시장,관광,shop_etc,매력도,볼거리가 많아요,6,18
광장시장,관광,shop_etc,매력도,방문객이 많아요,3,18
광장시장,관광,shop_etc,편의,먹거리가 풍부해요,3,18
광장시장,관광,shop_etc,만족도,품질이 좋아요,3,18
광장시장,관광,shop_etc,편의,종류가 다양해요,3,18
광장시장,관광,shop_etc,매력도,컨셉이 독특해요,2,18
광장시장,관광,shop_etc,만족도,가성비가 좋아요,2,18
광장시장,관광,shop_etc,매력도,분위기가 편안해요,1,18
광장시장,관광,shop_etc,매력도,야시장이 잘 되어있어요,1,18
광장시장,관광,shop_etc,만족도,비싼 만큼 가치있어요,1,18
광장시장,관광,shop_etc,편의,규모가 커요,1,18
광장시장,관광,shop_etc,매력도,트렌디해요,1,18
광장시장 한복매장,관광,shop_etc,만족도,친절해요,13,12
광장시장 한복매장,관광,shop_etc,만족도,품질이 좋아요,11,12
광장시장 한복매장,관광,shop_etc,매력도,분위기가 편안해요,7,12
광장시장 한복매장,관광,shop_etc,만족도,가성비가 좋아요,7,12
광장시장 한복매장,관광,shop_etc,편의,종류가 다양해요,7,12
광장시장 한복매장,관광,shop_etc,편의,맞춤 제작을 잘해요,6,12
광장시장 한복매장,관광,shop_etc,매력도,고급스러워요,5,12
광장시장 한복매장,관광,shop_etc,만족도,스타일 추천을 잘해줘요,5,12
광장시장 한복매장,관광,shop_etc,매력도,독특한 디자인이 많아요,1,12
광장시장 한복매장,관광,shop_etc,매력도,선물하기 좋아요,1,12
광화문,관광,history,매력도,사진이 잘 나와요,127,141
광화문,관광,history,매력도,볼거리가 많아요,90,141
광화문,관광,history,매력도,방문객이 많아요,34,141
광화문,관광,history,매력도,야경이 멋져요,32,141
광화문,관광,history,편의,관리가 잘 되어있어요,29,141
광화문,관광,history,매력도,뷰가 좋아요,25,141
광화문,관광,history,편의,근처에 갈 곳이 많아요,24,141
광화문,관광,history,매력도,아이와 가기 좋아요,23,141
광화문,관광,history,매력도,체험 프로그램이 다양해요,17,141
광화문,관광,history,편의,산책로가 잘 되어있어요,17,141
광화문,관광,history,편의,규모가 커요,16,141
광화문,관광,history,편의,대중교통이 편해요,14,141
광화문,관광,history,매력도,붐비지 않아요,13,141
광화문,관광,history,매력도,경관이 독특해요,12,141
광화문,관광,history,만족도,설명이 잘 되어있어요,3,141
광화문,관광,history,만족도,가격이 합리적이에요,3,141
광화문,관광,history,편의,편의시설이 잘 되어있어요,1,141
광화문,관광,history,편의,주차하기 편해요,1,141
광화문광장,관광,history,매력도,볼거리가 많아요,85,123
광화문광장,관광,history,매력도,뷰가 좋아요,79,123
광화문광장,관광,history,매력도,방문객이 많아요,70,123
광화문광장,관광,history,매력도,사진이 잘 나와요,60,123
광화문광장,관광,history,편의,관리가 잘 되어있어요,53,123
광화문광장,관광,history,편의,산책로가 잘 되어있어요,44,123
광화문광장,관광,history,편의,근처에 갈 곳이 많아요,17,123
광화문광장,관광,history,매력도,아이와 가기 좋아요,16,123
광화문광장,관광,history,편의,편의시설이 잘 되어있어요,14,123
광화문광장,관광,history,매력도,체험 프로그램이 다양해요,14,123
광화문광장,관광,history,편의,대중교통이 편해요,13,123
광화문광장,관광,history,편의,규모가 커요,13,123
광화문광장,관광,history,매력도,붐비지 않아요,8,123
광화문광장,관광,history,편의,먹거리가 풍부해요,7,123
광화문광장,관광,history,매력도,자연 경관이 좋아요,6,123
광화문광장,관광,history,매력도,트렌디해요,4,123
광화문광장,관광,history,만족도,유익해요,4,123
광화문광장,관광,history,매력도,컨셉이 독특해요,3,123
광화문광장,관광,history,만족도,반려동물과 가기 좋아요,3,123
광화문광장,관광,history,매력도,조용히 쉬기 좋아요,2,123
광화문광장,관광,history,편의,주차하기 편해요,1,123
광화문광장,관광,history,매력도,피크닉하기 좋아요,1,123
광화문광장,관광,history,편의,화장실이 깨끗해요,1,123
교보문고,관광,history / shop_etc,매력도,책 종류가 다양해요,17311,"23,013"
교보문고,관광,history / shop_etc,매력도,베스트셀러가 많아요,10950,"23,013"
교보문고,관광,history / shop_etc,편의,시설이 깔끔해요,10906,"23,013"
교보문고,관광,history / shop_etc,매력도,신간이 빨리 들어와요,10704,"23,013"
교보문고,관광,history / shop_etc,만족도,원하는 책을 찾기 쉬워요,6388,"23,013"
교보문고,관광,history / shop_etc,매력도,책 읽기 쾌적해요,6018,"23,013"
교보문고,관광,history / shop_etc,매력도,독특한 책이 많아요,3142,"23,013"
교보문고,관광,history / shop_etc,매력도,카페 같은 분위기에요,1743,"23,013"
교보문고,관광,history / shop_etc,편의,매장이 넓어요,1033,"23,013"
교보문고,관광,history / shop_etc,매력도,아늑해요,142,"23,013"
교보문고,관광,history / shop_etc,편의,인테리어가 멋져요,137,"23,013"
교보문고,관광,history / shop_etc,편의,주차하기 편해요,89,"23,013"
교보문고,관광,history / shop_etc,매력도,컨셉이 독특해요,27,"23,013"
구로공단 노동자생활체험관,관광,experience,매력도,전시 테마가 재밌어요,9,12
구로공단 노동자생활체험관,관광,experience,매력도,전시 구성이 알차요,9,12
구로공단 노동자생활체험관,관광,experience,만족도,설명이 잘 되어있어요,8,12
구로공단 노동자생활체험관,관광,experience,만족도,유익해요,8,12
구로공단 노동자생활체험관,관광,experience,매력도,체험 프로그램이 다양해요,6,12
구로공단 노동자생활체험관,관광,experience,만족도,가격이 합리적이에요,3,12
구로공단 노동자생활체험관,관광,experience,매력도,사진이 잘 나와요,2,12
구로공단 노동자생활체험관,관광,experience,매력도,아이와 가기 좋아요,1,12
구로공단 노동자생활체험관,관광,experience,편의,주차하기 편해요,1,12
구로시장,관광,shop_etc,만족도,친절해요,7,29
구로시장,관광,shop_etc,만족도,가성비가 좋아요,7,29
구로시장,관광,shop_etc,만족도,품질이 좋아요,5,29
구로시장,관광,shop_etc,편의,매장이 넓어요,4,29
구로시장,관광,shop_etc,편의,종류가 다양해요,4,29
구로시장,관광,shop_etc,매력도,볼거리가 많아요,2,29
구로시장,관광,shop_etc,매력도,분위기가 편안해요,2,29
구로시장,관광,shop_etc,만족도,비싼 만큼 가치있어요,1,29
구로시장,관광,shop_etc,매력도,특색 있는 제품이 많아요,1,29
구로시장,관광,shop_etc,매력도,트렌디해요,1,29
구로중앙유통단지,관광,shop_etc,만족도,친절해요,3,10
구로중앙유통단지,관광,shop_etc,편의,주차하기 편해요,3,10
구로중앙유통단지,관광,shop_etc,편의,종류가 다양해요,3,10
구로중앙유통단지,관광,shop_etc,만족도,품질이 좋아요,1,10
구로중앙유통단지,관광,shop_etc,편의,매장이 넓어요,1,10
국립고궁박물관,관광,history,만족도,유익해요,89,119
국립고궁박물관,관광,history,매력도,전시 구성이 알차요,63,119
국립고궁박물관,관광,history,만족도,설명이 잘 되어있어요,48,119
국립고궁박물관,관광,history,매력도,체험 프로그램이 다양해요,36,119
국립고궁박물관,관광,history,매력도,아이와 가기 좋아요,33,119
국립고궁박물관,관광,history,매력도,전시 테마가 재밌어요,26,119
국립고궁박물관,관광,history,만족도,가격이 합리적이에요,22,119
국립고궁박물관,관광,history,편의,공간이 넓어요,18,119
국립고궁박물관,관광,history,편의,화장실이 깨끗해요,8,119
국립고궁박물관,관광,history,매력도,사진이 잘 나와요,7,119
국립고궁박물관,관광,history,편의,주차하기 편해요,6,119
국립고궁박물관,관광,history,매력도,컨셉이 독특해요,1,119
국립고궁박물관,관광,history,만족도,반려동물과 가기 좋아요,1,119
국립민속박물관&국립민속박물관 어린이박물관,관광,history,만족도,유익해요,20,28
국립민속박물관&국립민속박물관 어린이박물관,관광,history,매력도,전시 구성이 알차요,12,28
국립민속박물관&국립민속박물관 어린이박물관,관광,history,매력도,체험 프로그램이 다양해요,9,28
국립민속박물관&국립민속박물관 어린이박물관,관광,history,매력도,전시 테마가 재밌어요,8,28
국립민속박물관&국립민속박물관 어린이박물관,관광,history,만족도,설명이 잘 되어있어요,5,28
국립민속박물관&국립민속박물관 어린이박물관,관광,history,만족도,가격이 합리적이에요,4,28
국립민속박물관&국립민속박물관 어린이박물관,관광,history,매력도,아이와 가기 좋아요,3,28
국립민속박물관&국립민속박물관 어린이박물관,관광,history,매력도,사진이 잘 나와요,2,28
국립민속박물관&국립민속박물관 어린이박물관,관광,history,편의,공간이 넓어요,2,28
국립민속박물관&국립민속박물관 어린이박물관,관광,history,편의,주차하기 편해요,1,28
국립중앙박물관,관광,history,만족도,유익해요,699,"1,296"
국립중앙박물관,관광,history,매력도,전시 구성이 알차요,522,"1,296"
국립중앙박물관,관광,history,편의,주차하기 편해요,279,"1,296"
국립중앙박물관,관광,history,편의,공간이 넓어요,275,"1,296"
국립중앙박물관,관광,history,매력도,전시 테마가 재밌어요,266,"1,296"
국립중앙박물관,관광,history,만족도,설명이 잘 되어있어요,237,"1,296"
국립중앙박물관,관광,history,만족도,가격이 합리적이에요,195,"1,296"
국립중앙박물관,관광,history,매력도,아이와 가기 좋아요,135,"1,296"
국립중앙박물관,관광,history,매력도,체험 프로그램이 다양해요,109,"1,296"
국립중앙박물관,관광,history,매력도,사진이 잘 나와요,108,"1,296"
국립중앙박물관,관광,history,매력도,뷰가 좋아요,8,"1,296"
국립중앙박물관,관광,history,편의,화장실이 깨끗해요,4,"1,296"
국립중앙박물관,관광,history,매력도,컨셉이 독특해요,2,"1,296"
국립중앙박물관 어린이박물관,관광,history / experience / culture,만족도,유익해요,448,"1,008"
국립중앙박물관 어린이박물관,관광,history / experience / culture,편의,주차하기 편해요,428,"1,008"
국립중앙박물관 어린이박물관,관광,history / experience / culture,매력도,전시 구성이 알차요,381,"1,008"
국립중앙박물관 어린이박물관,관광,history / experience / culture,매력도,전시 테마가 재밌어요,251,"1,008"
국립중앙박물관 어린이박물관,관광,history / experience / culture,매력도,아이와 가기 좋아요,248,"1,008"
국립중앙박물관 어린이박물관,관광,history / experience / culture,편의,공간이 넓어요,241,"1,008"
국립중앙박물관 어린이박물관,관광,history / experience / culture,매력도,체험 프로그램이 다양해요,159,"1,008"
국립중앙박물관 어린이박물관,관광,history / experience / culture,만족도,설명이 잘 되어있어요,156,"1,008"
국립중앙박물관 어린이박물관,관광,history / experience / culture,만족도,가격이 합리적이에요,132,"1,008"
국립중앙박물관 어린이박물관,관광,history / experience / culture,매력도,사진이 잘 나와요,69,"1,008"
국립중앙박물관 어린이박물관,관광,history / experience / culture,매력도,뷰가 좋아요,3,"1,008"
국립중앙박물관 어린이박물관,관광,history / experience / culture,편의,화장실이 깨끗해요,2,"1,008"
국립중앙박물관 어린이박물관,관광,history / experience / culture,매력도,컨셉이 독특해요,1,"1,008"
국립한글박물관,관광,history,만족도,유익해요,149,265
국립한글박물관,관광,history,편의,주차하기 편해요,83,265
국립한글박물관,관광,history,매력도,전시 구성이 알차요,79,265
국립한글박물관,관광,history,매력도,전시 테마가 재밌어요,57,265
국립한글박물관,관광,history,매력도,아이와 가기 좋아요,50,265
국립한글박물관,관광,history,매력도,체험 프로그램이 다양해요,47,265
국립한글박물관,관광,history,만족도,설명이 잘 되어있어요,39,265
국립한글박물관,관광,history,만족도,가격이 합리적이에요,38,265
국립한글박물관,관광,history,편의,공간이 넓어요,29,265
국립한글박물관,관광,history,매력도,사진이 잘 나와요,11,265
국립항공박물관,관광,history,만족도,유익해요,496,789
