tourist_spot,목록,good_point,selected_people
수락산,산,"""화장실이 깨끗해요""",1
국립고궁박물관,박물관,"""유익해요""",89
국립고궁박물관,박물관,"""전시 구성이 알차요""",63
국립고궁박물관,박물관,"""설명이 잘 되어있어요""",48
국립고궁박물관,박물관,"""체험 프로그램이 다양해요""",36
국립고궁박물관,박물관,"""아이와 가기 좋아요""",33
국립고궁박물관,박물관,"""전시 테마가 재밌어요""",26
국립고궁박물관,박물관,"""가격이 합리적이에요""",22
국립고궁박물관,박물관,"""공간이 넓어요""",18
국립고궁박물관,박물관,"""화장실이 깨끗해요""",8
국립고궁박물관,박물관,"""사진이 잘 나와요""",7
국립고궁박물관,박물관,"""주차하기 편해요""",6
국립고궁박물관,박물관,"""컨셉이 독특해요""",1
국립고궁박물관,박물관,"""반려동물과 가기 좋아요""",1
IFC몰,"쇼핑센터,할인매장","""종류가 다양해요""",631
IFC몰,"쇼핑센터,할인매장","""친절해요""",582
IFC몰,"쇼핑센터,할인매장","""매장이 넓어요""",545
IFC몰,"쇼핑센터,할인매장","""가성비가 좋아요""",506
IFC몰,"쇼핑센터,할인매장","""시설이 깔끔해요""",431
IFC몰,"쇼핑센터,할인매장","""품질이 좋아요""",396
IFC몰,"쇼핑센터,할인매장","""분위기가 편안해요""",277
IFC몰,"쇼핑센터,할인매장","""주차하기 편해요""",246
IFC몰,"쇼핑센터,할인매장","""특색 있는 제품이 많아요""",223
IFC몰,"쇼핑센터,할인매장","""비싼 만큼 가치있어요""",124
IFC몰,"쇼핑센터,할인매장","""트렌디해요""",5
IFC몰,"쇼핑센터,할인매장","""고급스러워요""",2
IFC몰,"쇼핑센터,할인매장","""컨셉이 독특해요""",1
IFC몰,"쇼핑센터,할인매장","""아기자기해요""",1
IFC몰,"쇼핑센터,할인매장","""독특한 디자인이 많아요""",1
IFC몰,"쇼핑센터,할인매장","""선물하기 좋아요""",1
IFC몰,"쇼핑센터,할인매장","""인테리어가 멋져요""",1
IFC몰,"쇼핑센터,할인매장","""예쁜 소품이 많아요""",1
IFC몰,"쇼핑센터,할인매장","""신상품이 많아요""",1
관악산 낙성대공원,"도시,테마공원","""뷰가 좋아요""",38
관악산 낙성대공원,"도시,테마공원","""산책로가 잘 되어있어요""",36
관악산 낙성대공원,"도시,테마공원","""관리가 잘 되어있어요""",29
관악산 낙성대공원,"도시,테마공원","""주차하기 편해요""",22
관악산 낙성대공원,"도시,테마공원","""사진이 잘 나와요""",21
관악산 낙성대공원,"도시,테마공원","""편의시설이 잘 되어있어요""",12
관악산 낙성대공원,"도시,테마공원","""붐비지 않아요""",12
관악산 낙성대공원,"도시,테마공원","""가격이 합리적이에요""",11
관악산 낙성대공원,"도시,테마공원","""볼거리가 많아요""",10
관악산 낙성대공원,"도시,테마공원","""체험 프로그램이 다양해요""",8
관악산 낙성대공원,"도시,테마공원","""방문객이 많아요""",7
관악산 낙성대공원,"도시,테마공원","""먹거리가 풍부해요""",7
관악산 낙성대공원,"도시,테마공원","""자연 경관이 좋아요""",4
관악산 낙성대공원,"도시,테마공원","""반려동물과 가기 좋아요""",2
관악산 낙성대공원,"도시,테마공원","""유익해요""",2
관악산 낙성대공원,"도시,테마공원","""조용히 쉬기 좋아요""",1
관악산 낙성대공원,"도시,테마공원","""아이와 가기 좋아요""",1
관악산 낙성대공원,"도시,테마공원","""근처에 갈 곳이 많아요""",1
다이나믹 메이즈 (서울 인사동점),테마파크,"""아이와 가기 좋아요""",1771
다이나믹 메이즈 (서울 인사동점),테마파크,"""체험 프로그램이 다양해요""",1203
다이나믹 메이즈 (서울 인사동점),테마파크,"""볼거리가 많아요""",895
다이나믹 메이즈 (서울 인사동점),테마파크,"""놀이기구가 다양해요""",779
다이나믹 메이즈 (서울 인사동점),테마파크,"""사진이 잘 나와요""",698
다이나믹 메이즈 (서울 인사동점),테마파크,"""가격이 합리적이에요""",546
다이나믹 메이즈 (서울 인사동점),테마파크,"""컨셉이 독특해요""",176
다이나믹 메이즈 (서울 인사동점),테마파크,"""친절해요""",172
다이나믹 메이즈 (서울 인사동점),테마파크,"""주차하기 편해요""",92
다이나믹 메이즈 (서울 인사동점),테마파크,"""시설이 깔끔해요""",83
다이나믹 메이즈 (서울 인사동점),테마파크,"""규모가 커요""",73
다이나믹 메이즈 (서울 인사동점),테마파크,"""안전하게 관리해요""",60
다이나믹 메이즈 (서울 인사동점),테마파크,"""대기시간이 짧아요""",44
다이나믹 메이즈 (서울 인사동점),테마파크,"""먹거리가 풍부해요""",43
다이나믹 메이즈 (서울 인사동점),테마파크,"""유익해요""",29
다이나믹 메이즈 (서울 인사동점),테마파크,"""편의시설이 잘 되어있어요""",11
다이나믹 메이즈 (서울 인사동점),테마파크,"""샤워실이 잘 되어있어요""",1
다이나믹 메이즈 (서울 인사동점),테마파크,"""수질 관리가 잘돼요""",1
서대문독립공원,테마공원,"""주차하기 편해요""",113
서대문독립공원,테마공원,"""관리가 잘 되어있어요""",84
서대문독립공원,테마공원,"""산책로가 잘 되어있어요""",73
서대문독립공원,테마공원,"""볼거리가 많아요""",62
서대문독립공원,테마공원,"""뷰가 좋아요""",53
서대문독립공원,테마공원,"""가격이 합리적이에요""",31
서대문독립공원,테마공원,"""체험 프로그램이 다양해요""",20
서대문독립공원,테마공원,"""사진이 잘 나와요""",17
서대문독립공원,테마공원,"""편의시설이 잘 되어있어요""",15
서대문독립공원,테마공원,"""먹거리가 풍부해요""",4
서대문독립공원,테마공원,"""방문객이 많아요""",3
서대문독립공원,테마공원,"""붐비지 않아요""",2
서대문독립공원,테마공원,"""아이와 가기 좋아요""",1
서대문독립공원,테마공원,"""반려동물과 가기 좋아요""",1
서대문독립공원,테마공원,"""유익해요""",1
대림중앙시장,시장,"""볼거리가 많아요""",6
대림중앙시장,시장,"""친절해요""",5
대림중앙시장,시장,"""컨셉이 독특해요""",2
대림중앙시장,시장,"""시설이 깔끔해요""",2
대림중앙시장,시장,"""주차하기 편해요""",2
대림중앙시장,시장,"""특색 있는 제품이 많아요""",2
대림중앙시장,시장,"""트렌디해요""",2
대림중앙시장,시장,"""먹거리가 풍부해요""",1
대림중앙시장,시장,"""분위기가 편안해요""",1
대림중앙시장,시장,"""매장이 넓어요""",1
대림중앙시장,시장,"""종류가 다양해요""",1
서울역사박물관,박물관,"""유익해요""",20
서울역사박물관,박물관,"""전시 구성이 알차요""",14
서울역사박물관,박물관,"""설명이 잘 되어있어요""",10
서울역사박물관,박물관,"""전시 테마가 재밌어요""",5
서울역사박물관,박물관,"""주차하기 편해요""",5
서울역사박물관,박물관,"""가격이 합리적이에요""",3
서울역사박물관,박물관,"""공간이 넓어요""",3
서울역사박물관,박물관,"""아이와 가기 좋아요""",2
서울역사박물관,박물관,"""체험 프로그램이 다양해요""",2
서울역사박물관,박물관,"""뷰가 좋아요""",1
서울 신림동 민속순대타운,"순대,순댓국","""음식이 맛있어요""",253
서울 신림동 민속순대타운,"순대,순댓국","""양이 많아요""",165
서울 신림동 민속순대타운,"순대,순댓국","""가성비가 좋아요""",120
서울 신림동 민속순대타운,"순대,순댓국","""친절해요""",114
서울 신림동 민속순대타운,"순대,순댓국","""특별한 메뉴가 있어요""",29
서울 신림동 민속순대타운,"순대,순댓국","""재료가 신선해요""",24
서울 신림동 민속순대타운,"순대,순댓국","""단체모임 하기 좋아요""",18
서울 신림동 민속순대타운,"순대,순댓국","""직접 잘 구워줘요""",15
서울 신림동 민속순대타운,"순대,순댓국","""고기 질이 좋아요""",13
서울 신림동 민속순대타운,"순대,순댓국","""매장이 넓어요""",8
서울 신림동 민속순대타운,"순대,순댓국","""매장이 청결해요""",6
서울 신림동 민속순대타운,"순대,순댓국","""혼밥하기 좋아요""",5
서울 신림동 민속순대타운,"순대,순댓국","""인테리어가 멋져요""",5
서울 신림동 민속순대타운,"순대,순댓국","""주차하기 편해요""",4
서울 신림동 민속순대타운,"순대,순댓국","""화장실이 깨끗해요""",3
서울 신림동 민속순대타운,"순대,순댓국","""특별한 날 가기 좋아요""",2
서울 신림동 민속순대타운,"순대,순댓국","""뷰가 좋아요""",2
서울 신림동 민속순대타운,"순대,순댓국","""음식이 빨리 나와요""",1
서울 신림동 민속순대타운,"순대,순댓국","""잡내가 적어요""",1
서울 신림동 민속순대타운,"순대,순댓국","""건강한 맛이에요""",1
더현대 서울,백화점,"""종류가 다양해요""",1038
더현대 서울,백화점,"""친절해요""",801
더현대 서울,백화점,"""특색 있는 제품이 많아요""",678
더현대 서울,백화점,"""매장이 넓어요""",607
더현대 서울,백화점,"""품질이 좋아요""",561
더현대 서울,백화점,"""시설이 깔끔해요""",540
더현대 서울,백화점,"""주차하기 편해요""",307
더현대 서울,백화점,"""가성비가 좋아요""",293
더현대 서울,백화점,"""비싼 만큼 가치있어요""",272
더현대 서울,백화점,"""분위기가 편안해요""",263
더현대 서울,백화점,"""트렌디해요""",155
더현대 서울,백화점,"""고급스러워요""",30
더현대 서울,백화점,"""컨셉이 독특해요""",27
더현대 서울,백화점,"""아기자기해요""",24
더현대 서울,백화점,"""선물하기 좋아요""",23
더현대 서울,백화점,"""신상품이 많아요""",21
더현대 서울,백화점,"""인테리어가 멋져요""",20
더현대 서울,백화점,"""예쁜 소품이 많아요""",18
더현대 서울,백화점,"""포장이 정성스러워요""",13
더현대 서울,백화점,"""독특한 디자인이 많아요""",8
더현대 서울,백화점,"""설명이 자세해요""",7
더현대 서울,백화점,"""사진이 잘 나와요""",7
더현대 서울,백화점,"""추천을 잘해줘요""",7
더현대 서울,백화점,"""주문제작을 잘해줘요""",2
더현대 서울,백화점,"""사이즈가 다양해요""",1
서울 효창공원,국가유산,"""사진이 잘 나와요""",14
서울 효창공원,국가유산,"""산책로가 잘 되어있어요""",14
서울 효창공원,국가유산,"""붐비지 않아요""",10
서울 효창공원,국가유산,"""볼거리가 많아요""",9
서울 효창공원,국가유산,"""관리가 잘 되어있어요""",7
서울 효창공원,국가유산,"""아이와 가기 좋아요""",5
서울 효창공원,국가유산,"""주차하기 편해요""",5
서울 효창공원,국가유산,"""가격이 합리적이에요""",3
서울 효창공원,국가유산,"""규모가 커요""",2
서울 효창공원,국가유산,"""화장실이 깨끗해요""",2
서울 효창공원,국가유산,"""뷰가 좋아요""",2
서울 효창공원,국가유산,"""근처에 갈 곳이 많아요""",1
서울 효창공원,국가유산,"""반려동물과 가기 좋아요""",1
서울 효창공원,국가유산,"""체험 프로그램이 다양해요""",1
파크하비오 워터킹덤&스파,워터파크,"""시설이 깔끔해요""",1761
파크하비오 워터킹덤&스파,워터파크,"""주차하기 편해요""",1650
파크하비오 워터킹덤&스파,워터파크,"""샤워실이 잘 되어있어요""",1087
파크하비오 워터킹덤&스파,워터파크,"""수질 관리가 잘돼요""",1017
파크하비오 워터킹덤&스파,워터파크,"""규모가 커요""",1000
파크하비오 워터킹덤&스파,워터파크,"""안전하게 관리해요""",962
파크하비오 워터킹덤&스파,워터파크,"""부대시설이 잘 되어있어요""",828
파크하비오 워터킹덤&스파,워터파크,"""놀이기구가 다양해요""",769
파크하비오 워터킹덤&스파,워터파크,"""친절해요""",695
파크하비오 워터킹덤&스파,워터파크,"""가격이 합리적이에요""",540
파크하비오 워터킹덤&스파,워터파크,"""아이와 가기 좋아요""",243
파크하비오 워터킹덤&스파,워터파크,"""물이 따뜻해요""",67
파크하비오 워터킹덤&스파,워터파크,"""대기시간이 짧아요""",42
파크하비오 워터킹덤&스파,워터파크,"""수심이 다양해요""",28
파크하비오 워터킹덤&스파,워터파크,"""먹거리가 풍부해요""",15
파크하비오 워터킹덤&스파,워터파크,"""컨셉이 독특해요""",11
